顾客编号,1月消费金额,2月消费金额,3月消费金额,4月消费金额,1月消费天数,2月消费天数,3月消费天数,4月消费天数
1877,0,0,102.2,0,0,0,1,0
1878,0,0,156.62,0,0,0,2,0
1879,0,0,22.01,0,0,0,1,0
1880,0,0,135.21,0,0,0,1,0
1881,0,0,18.31,92,0,0,1,2
1882,0,0,181.39,0,0,0,3,0
1883,0,0,55.87,0,0,0,1,0
1884,0,0,60.7,73.6,0,0,2,1
1885,0,0,5.02,0,0,0,1,0
1886,0,0,43.7,0,0,0,1,0
1887,0,0,79.61,0,0,0,1,0
1888,0,0,98.9,0,0,0,1,0
1889,0,0,109.27,76.31,0,0,4,5
1890,0,0,67.83,0,0,0,3,0
1891,0,0,37.5,0,0,0,1,0
1892,0,0,204.06,0,0,0,1,0
1893,0,0,52.2,0,0,0,1,0
1894,0,0,79.56,0,0,0,1,0
1895,0,0,68.6,0,0,0,1,0
1896,0,0,109.75,58.55,0,0,3,2
1897,0,0,57,0,0,0,1,0
1898,0,0,43.7,92.41,0,0,3,4
1899,0,0,18.94,74.54,0,0,1,2
1900,0,0,143.08,126.33,0,0,4,4
1901,0,0,9.61,0,0,0,1,0
1902,0,0,22.3,0,0,0,1,0
1903,0,0,56.9,0,0,0,1,0
1904,0,0,179.76,0,0,0,3,0
1905,0,0,6.9,0,0,0,1,0
1906,0,0,86.94,0,0,0,2,0
1907,0,0,24.7,0,0,0,1,0
1908,0,0,25.79,0,0,0,1,0
1909,0,0,234.14,0,0,0,3,0
1910,0,0,69.5,0,0,0,1,0
1911,0,0,15.86,0,0,0,1,0
1912,0,0,107.28,0,0,0,3,0
1913,0,0,33.62,0,0,0,1,0
1914,0,0,27.08,0,0,0,1,0
1915,0,0,139.92,0,0,0,3,0
1916,0,0,47.26,0,0,0,1,0
1917,0,0,56.29,0,0,0,2,0
1918,0,0,43.3,0,0,0,1,0
1919,0,0,47.96,0,0,0,1,0
1920,0,0,4.4,0,0,0,1,0
1921,0,0,45.37,0,0,0,1,0
1922,0,0,155.19,0,0,0,2,0
1923,0,0,45.57,0,0,0,1,0
1924,0,0,11.3,0,0,0,1,0
1925,0,0,211.4,0,0,0,1,0
1926,0,0,54.2,0,0,0,2,0
1927,0,0,39.4,454.71,0,0,1,8
1928,0,0,37.64,0,0,0,1,0
1929,0,0,39.84,0,0,0,1,0
1930,0,0,35.87,0,0,0,1,0
1931,0,0,47.4,58.26,0,0,1,2
1932,0,0,19.8,0,0,0,1,0
1933,0,0,33.3,0,0,0,1,0
1934,0,0,141.58,0,0,0,1,0
1935,0,0,43.08,20.3,0,0,2,1
1936,0,0,85.05,0,0,0,2,0
1937,0,0,33.3,0,0,0,1,0
1938,0,0,57.63,93.83,0,0,2,1
1939,0,0,74.53,0,0,0,1,0
1940,0,0,8.1,0,0,0,1,0
1941,0,0,20.78,0,0,0,1,0
1942,0,0,48.48,38.83,0,0,2,2
1943,0,0,53.5,0,0,0,1,0
1944,0,0,25.9,0,0,0,1,0
1945,0,0,62.4,0,0,0,1,0
1946,0,0,53,0,0,0,1,0
1947,0,0,40,0,0,0,1,0
1948,0,0,41.15,0,0,0,3,0
1949,0,0,141.46,0,0,0,2,0
1950,0,0,141.68,283.63,0,0,3,6
1951,0,0,50.9,0,0,0,1,0
1952,0,0,27.38,0,0,0,1,0
1953,0,0,114.22,135.21,0,0,2,3
1954,0,0,25.49,0,0,0,1,0
1955,0,0,173.55,83.22,0,0,4,2
1956,0,0,338,0,0,0,2,0
1957,0,0,64.17,0,0,0,1,0
1958,0,0,216.04,156.76,0,0,2,2
1959,0,0,51.43,0,0,0,1,0
1960,0,0,3.7,0,0,0,1,0
1961,0,0,13.78,0,0,0,1,0
1962,0,0,95.33,60.6,0,0,2,1
1963,0,0,36.63,0,0,0,1,0
1964,0,0,98.27,0,0,0,1,0
1965,0,0,45.4,0,0,0,1,0
1966,0,0,19.9,0,0,0,1,0
1967,0,0,86.35,0,0,0,2,0
1968,0,0,87.9,0,0,0,1,0
1969,0,0,187.4,0,0,0,6,0
1970,0,0,88.8,8.9,0,0,2,1
1971,0,0,114,0,0,0,1,0
1972,0,0,56.9,0,0,0,1,0
1973,0,0,37.4,149.03,0,0,1,2
1974,0,0,140.7,0,0,0,1,0
1975,0,0,23.4,0,0,0,1,0
1976,0,0,76.1,0,0,0,1,0
1977,0,0,360.1,0,0,0,1,0
1978,0,0,83.66,32.66,0,0,2,1
1979,0,0,93.31,59.57,0,0,2,1
1980,0,0,26.3,19.87,0,0,1,2
1981,0,0,99.62,129.59,0,0,2,4
1982,0,0,31.26,0,0,0,1,0
1983,0,0,68.32,39.47,0,0,2,1
1984,0,0,45.8,0,0,0,1,0
1985,0,0,11.8,0,0,0,1,0
1986,0,0,85.4,0,0,0,1,0
1987,0,0,46.6,27.27,0,0,1,1
1988,0,0,18.9,104.42,0,0,1,1
1989,0,0,534.7,256.02,0,0,7,2
1990,0,0,1.47,87.62,0,0,1,3
1991,0,0,106.17,12.54,0,0,4,1
1992,0,0,51.9,0,0,0,1,0
1993,0,0,61.6,100.28,0,0,2,2
1994,0,0,139.2,0,0,0,1,0
1995,0,0,29.29,0,0,0,1,0
1996,0,0,81,0,0,0,1,0
1997,0,0,13.6,0,0,0,1,0
1998,0,0,115.78,0,0,0,2,0
1999,0,0,5,0,0,0,1,0
2000,0,0,120.75,0,0,0,5,0
2001,0,0,63.34,0,0,0,1,0
2002,0,0,12.19,0,0,0,1,0
2003,0,0,205.43,266.92,0,0,4,5
2004,0,0,19.37,79.8,0,0,2,2
2005,0,0,34.4,173.2,0,0,1,4
2006,0,0,13.63,0,0,0,1,0
2007,0,0,68.92,0,0,0,3,0
2008,0,0,130.7,0.35,0,0,3,1
2009,0,0,10.5,0,0,0,1,0
2010,0,0,27.56,0,0,0,1,0
2011,0,0,16.96,0,0,0,1,0
2012,0,0,101.93,23.6,0,0,1,1
2013,0,0,28.37,42.63,0,0,1,2
2014,0,0,39.1,0,0,0,1,0
2015,0,0,65.52,70.48,0,0,1,1
2016,0,0,83.31,0,0,0,1,0
2017,0,0,110.24,0,0,0,2,0
2018,0,0,36.66,0,0,0,2,0
2019,0,0,87.05,73.84,0,0,2,2
2020,0,0,23.6,9.52,0,0,2,2
2021,0,0,40.86,0,0,0,1,0
2022,0,0,81.01,8.04,0,0,2,1
2023,0,0,16.32,0,0,0,1,0
2024,0,0,28.42,0,0,0,1,0
2025,0,0,75.69,0,0,0,1,0
2026,0,0,29.24,47.58,0,0,1,1
2027,0,0,106.48,0,0,0,1,0
2028,0,0,20.7,0,0,0,1,0
2029,0,0,93.78,0,0,0,1,0
2030,0,0,23.09,0,0,0,1,0
2031,0,0,21.2,0,0,0,1,0
2032,0,0,32.53,0,0,0,1,0
2033,0,0,29.4,0,0,0,1,0
2034,0,0,92.14,0,0,0,1,0
2035,0,0,17.8,0,0,0,1,0
2036,0,0,118.97,66.44,0,0,2,3
2037,0,0,37.91,23.38,0,0,2,3
2038,0,0,55,0,0,0,1,0
2039,0,0,21.3,0,0,0,1,0
2040,0,0,42.8,0,0,0,1,0
2041,0,0,48.67,0,0,0,1,0
2042,0,0,101.96,48.06,0,0,3,2
2043,0,0,34.3,0,0,0,1,0
2044,0,0,33.7,0,0,0,1,0
2045,0,0,13.18,13.04,0,0,1,1
2046,0,0,16.48,0,0,0,1,0
2047,0,0,44.42,39.6,0,0,1,1
2048,0,0,125.57,0,0,0,3,0
2049,0,0,22.3,30.94,0,0,1,1
2050,0,0,69.43,41.63,0,0,1,1
2051,0,0,22.2,0,0,0,1,0
2052,0,0,43.37,0,0,0,1,0
2053,0,0,51.75,40.97,0,0,2,2
2054,0,0,23.3,29.4,0,0,1,1
2055,0,0,26.1,0,0,0,1,0
2056,0,0,21.9,0,0,0,1,0
2057,0,0,13.8,0,0,0,1,0
2058,0,0,44.7,0,0,0,1,0
2059,0,0,12.9,0,0,0,1,0
2060,0,0,37.7,0,0,0,1,0
2061,0,0,33.98,61.29,0,0,1,1
2062,0,0,76.24,154.42,0,0,2,4
2063,0,0,156.73,0,0,0,1,0
2064,0,0,39.83,35.26,0,0,3,2
2065,0,0,56.5,0,0,0,1,0
2066,0,0,34.8,0,0,0,2,0
2067,0,0,53,0,0,0,1,0
2068,0,0,42.3,0,0,0,1,0
2069,0,0,23.4,0,0,0,1,0
2070,0,0,43,0,0,0,1,0
2071,0,0,279.7,0,0,0,1,0
2072,0,0,49,115.5,0,0,1,3
2073,0,0,51.58,0,0,0,1,0
2074,0,0,53.62,0,0,0,1,0
2075,0,0,48.5,0,0,0,1,0
2076,0,0,9.56,0,0,0,1,0
2077,0,0,13.6,0,0,0,1,0
2078,0,0,22.18,0,0,0,1,0
2079,0,0,86.94,0,0,0,5,0
2080,0,0,94.82,167.14,0,0,2,5
2081,0,0,70.7,0,0,0,1,0
2082,0,0,17.9,0,0,0,1,0
2083,0,0,25.1,0,0,0,1,0
2084,0,0,38.36,0,0,0,1,0
2085,0,0,93.14,0,0,0,2,0
2086,0,0,23.67,0,0,0,1,0
2087,0,0,85.1,0,0,0,1,0
2088,0,0,47.05,0,0,0,1,0
2089,0,0,21.4,0,0,0,1,0
2090,0,0,40.6,0,0,0,1,0
2091,0,0,104.7,0,0,0,3,0
2092,0,0,39.8,0,0,0,1,0
2093,0,0,5.2,0,0,0,1,0
2094,0,0,36.53,0,0,0,1,0
2095,0,0,39.08,0,0,0,1,0
2096,0,0,73.8,0,0,0,1,0
2097,0,0,88,0,0,0,1,0
2098,0,0,30.99,0,0,0,1,0
2099,0,0,70.45,62.94,0,0,1,1
2100,0,0,17,0,0,0,1,0
2101,0,0,25.47,0,0,0,1,0
2102,0,0,65.04,0,0,0,1,0
2103,0,0,59.63,61.55,0,0,1,1
2104,0,0,14.9,31.76,0,0,1,2
2105,0,0,67.37,106.05,0,0,3,3
2106,0,0,10.59,0,0,0,1,0
2107,0,0,38.15,65.2,0,0,1,2
2108,0,0,98.5,0,0,0,1,0
2109,0,0,29.64,0,0,0,1,0
2110,0,0,165.4,84.5,0,0,1,1
2111,0,0,24.15,0,0,0,1,0
2112,0,0,18.1,0,0,0,1,0
2113,0,0,47.8,2.78,0,0,1,1
2114,0,0,39.78,0,0,0,1,0
2115,0,0,33.53,236.87,0,0,2,4
2116,0,0,28.9,0,0,0,1,0
2117,0,0,101.4,0,0,0,2,0
2118,0,0,78.13,53.19,0,0,2,2
2119,0,0,222,0,0,0,1,0
2120,0,0,3.9,0,0,0,1,0
2121,0,0,3.72,0,0,0,1,0
2122,0,0,106.6,0,0,0,2,0
2123,0,0,31.63,126.16,0,0,1,4
2124,0,0,47.9,0,0,0,1,0
2125,0,0,150.44,0,0,0,1,0
2126,0,0,55.02,0,0,0,1,0
2127,0,0,22.58,0,0,0,1,0
2128,0,0,32.47,0,0,0,1,0
2129,0,0,30.78,0,0,0,1,0
2130,0,0,29.74,0,0,0,1,0
2131,0,0,63.8,0,0,0,1,0
2132,0,0,37.9,0,0,0,1,0
2133,0,0,36.36,21.8,0,0,1,1
2134,0,0,79.6,60.2,0,0,1,1
2135,0,0,14.7,0,0,0,1,0
2136,0,0,28.7,0,0,0,1,0
2137,0,0,38.3,0,0,0,1,0
2138,0,0,27.3,0,0,0,1,0
2139,0,0,57.57,0,0,0,1,0
2140,0,0,19.03,0,0,0,1,0
2141,0,0,28.7,0,0,0,1,0
2142,0,0,17.61,0,0,0,1,0
2143,0,0,6.9,0,0,0,1,0
2144,0,0,10.67,0,0,0,1,0
2145,0,0,40.21,0,0,0,1,0
2146,0,0,57,0,0,0,1,0
2147,0,0,13,0,0,0,1,0
2148,0,0,39.9,0,0,0,1,0
2149,0,0,32.8,0,0,0,1,0
2150,0,0,80.9,0,0,0,1,0
2151,0,0,139.8,75.67,0,0,1,1
2152,0,0,96.6,4.89,0,0,1,1
2153,0,0,136.78,0,0,0,1,0
2154,0,0,24.4,79.1,0,0,1,1
2155,0,0,20,0,0,0,1,0
2156,0,0,79.08,40.23,0,0,2,1
2157,0,0,19.53,18.18,0,0,1,1
2158,0,0,45.6,0,0,0,2,0
2159,0,0,70.19,100.53,0,0,1,4
2160,0,0,17.35,0,0,0,1,0
2161,0,0,19.9,0,0,0,1,0
2162,0,0,98.1,69.73,0,0,1,1
2163,0,0,95.51,0,0,0,1,0
2164,0,0,97.3,0,0,0,1,0
2165,0,0,18.3,0,0,0,1,0
2166,0,0,12.9,0,0,0,1,0
2167,0,0,28.81,0,0,0,1,0
2168,0,0,169.74,0,0,0,1,0
2169,0,0,44.13,0,0,0,1,0
2170,0,0,29.58,0,0,0,1,0
2171,0,0,19.1,0,0,0,1,0
2172,0,0,34.2,55.72,0,0,1,3
2173,0,0,42.7,0,0,0,1,0
2174,0,0,20.3,0,0,0,1,0
2175,0,0,44.18,0,0,0,1,0
2176,0,0,26.36,0,0,0,1,0
2177,0,0,47.45,0,0,0,1,0
2178,0,0,18,0,0,0,1,0
2179,0,0,109,0,0,0,1,0
2180,0,0,3.8,49.76,0,0,1,2
2181,0,0,13.6,0,0,0,1,0
2182,0,0,2.34,0,0,0,1,0
2183,0,0,129.95,0,0,0,1,0
2184,0,0,79.84,0,0,0,1,0
2185,0,0,128.97,62.25,0,0,1,1
2186,0,0,92.91,0,0,0,1,0
2187,0,0,32.85,0,0,0,1,0
2188,0,0,33.56,0,0,0,1,0
2189,0,0,138.8,178.62,0,0,1,2
2190,0,0,33.63,0,0,0,1,0
2191,0,0,29.6,0,0,0,1,0
2192,0,0,12.62,0,0,0,1,0
2193,0,0,35.6,41.7,0,0,1,2
2194,0,0,48.52,44.73,0,0,1,1
2195,0,0,26.31,0,0,0,1,0
2196,0,0,43,0,0,0,1,0
2197,0,0,138.2,0,0,0,1,0
2198,0,0,0,28.9,0,0,0,1
2199,0,0,0,126.75,0,0,0,1
2200,0,0,0,24.96,0,0,0,1
2201,0,0,0,172.7,0,0,0,5
2202,0,0,0,22.18,0,0,0,1
2203,0,0,0,13.77,0,0,0,1
2204,0,0,0,132.05,0,0,0,1
2205,0,0,0,77.66,0,0,0,2
2206,0,0,0,47.48,0,0,0,1
2207,0,0,0,22.55,0,0,0,1
2208,0,0,0,34.8,0,0,0,1
2209,0,0,0,105.98,0,0,0,3
2210,0,0,0,154.21,0,0,0,4
2211,0,0,0,26.1,0,0,0,1
2212,0,0,0,34.53,0,0,0,1
2213,0,0,0,44.6,0,0,0,1
2214,0,0,0,90.87,0,0,0,1
2215,0,0,0,19.3,0,0,0,1
2216,0,0,0,18.1,0,0,0,1
2217,0,0,0,72.93,0,0,0,1
2218,0,0,0,33.09,0,0,0,1
2219,0,0,0,42.2,0,0,0,1
2220,0,0,0,25.92,0,0,0,1
2221,0,0,0,52.62,0,0,0,2
2222,0,0,0,74.23,0,0,0,1
2223,0,0,0,5.52,0,0,0,1
2224,0,0,0,8.83,0,0,0,3
2225,0,0,0,20.26,0,0,0,1
2226,0,0,0,29.2,0,0,0,1
2227,0,0,0,104.7,0,0,0,2
2228,0,0,0,335.92,0,0,0,1
2229,0,0,0,31.8,0,0,0,1
2230,0,0,0,211.82,0,0,0,1
2231,0,0,0,49.42,0,0,0,1
2232,0,0,0,78.38,0,0,0,1
2233,0,0,0,73.6,0,0,0,1
2234,0,0,0,18.17,0,0,0,1
2235,0,0,0,35.7,0,0,0,1
2236,0,0,0,2.4,0,0,0,1
2237,0,0,0,185.1,0,0,0,1
2238,0,0,0,17,0,0,0,1
2239,0,0,0,50.02,0,0,0,1
2240,0,0,0,19.42,0,0,0,1
2241,0,0,0,47.97,0,0,0,2
2242,0,0,0,74.9,0,0,0,1
2243,0,0,0,21.54,0,0,0,1
2244,0,0,0,21.8,0,0,0,1
2245,0,0,0,13.7,0,0,0,1
2246,0,0,0,69.6,0,0,0,1
2247,0,0,0,70.98,0,0,0,1
2248,0,0,0,405.63,0,0,0,2
2249,0,0,0,103.61,0,0,0,2
2250,0,0,0,46.42,0,0,0,1
2251,0,0,0,671.57,0,0,0,5
2252,0,0,0,104.6,0,0,0,1
2253,0,0,0,13.1,0,0,0,1
2254,0,0,0,20.2,0,0,0,1
2255,0,0,0,90.19,0,0,0,3
2256,0,0,0,55.97,0,0,0,1
2257,0,0,0,91.74,0,0,0,1
2258,0,0,0,274.88,0,0,0,1
2259,0,0,0,134.61,0,0,0,1
2260,0,0,0,77.15,0,0,0,1
2261,0,0,0,81.27,0,0,0,2
2262,0,0,0,168.1,0,0,0,2
2263,0,0,0,184.58,0,0,0,2
2264,0,0,0,225.47,0,0,0,2
2265,0,0,0,115.98,0,0,0,1
2266,0,0,0,74.4,0,0,0,1
2267,0,0,0,28.7,0,0,0,1
2268,0,0,0,78.53,0,0,0,1
2269,0,0,0,48,0,0,0,1
2270,0,0,0,14.6,0,0,0,1
2271,0,0,0,40.38,0,0,0,1
2272,0,0,0,5.79,0,0,0,1
2273,0,0,0,53.1,0,0,0,1
2274,0,0,0,95.91,0,0,0,6
2275,0,0,0,7.24,0,0,0,2
2276,0,0,0,23.9,0,0,0,1
2277,0,0,0,132.89,0,0,0,2
2278,0,0,0,17.7,0,0,0,1
2279,0,0,0,65.99,0,0,0,1
2280,0,0,0,11.85,0,0,0,1
2281,0,0,0,43.3,0,0,0,1
2282,0,0,0,91.7,0,0,0,1
2283,0,0,0,57.62,0,0,0,2
2284,0,0,0,23.94,0,0,0,1
2285,0,0,0,55,0,0,0,1
2286,0,0,0,13.55,0,0,0,1
2287,0,0,0,18.9,0,0,0,1
2288,0,0,0,36.65,0,0,0,2
2289,0,0,0,63.6,0,0,0,1
2290,0,0,0,19.98,0,0,0,1
2291,0,0,0,96.86,0,0,0,1
2292,0,0,0,18.42,0,0,0,1
2293,0,0,0,180.65,0,0,0,2
2294,0,0,0,85.16,0,0,0,1
2295,0,0,0,37.98,0,0,0,2
2296,0,0,0,131.44,0,0,0,4
2297,0,0,0,246.5,0,0,0,2
2298,0,0,0,87.04,0,0,0,1
2299,0,0,0,90,0,0,0,1
2300,0,0,0,79.16,0,0,0,1
2301,0,0,0,295.15,0,0,0,2
2302,0,0,0,90.43,0,0,0,2
2303,0,0,0,143.64,0,0,0,3
2304,0,0,0,377.6,0,0,0,2
2305,0,0,0,38.4,0,0,0,1
2306,0,0,0,5.19,0,0,0,1
2307,0,0,0,57.9,0,0,0,2
2308,0,0,0,106.2,0,0,0,1
2309,0,0,0,64.86,0,0,0,1
2310,0,0,0,83.62,0,0,0,2
2311,0,0,0,30.06,0,0,0,1
2312,0,0,0,11.07,0,0,0,1
2313,0,0,0,29.68,0,0,0,1
2314,0,0,0,12.69,0,0,0,1
2315,0,0,0,9.9,0,0,0,1
2316,0,0,0,31.1,0,0,0,1
2317,0,0,0,880,0,0,0,1
2318,0,0,0,82.55,0,0,0,2
2319,0,0,0,80.32,0,0,0,2
2320,0,0,0,18.79,0,0,0,1
2321,0,0,0,44.99,0,0,0,1
2322,0,0,0,12.7,0,0,0,1
2323,0,0,0,80.1,0,0,0,1
2324,0,0,0,11.58,0,0,0,1
2325,0,0,0,58.5,0,0,0,1
2326,0,0,0,7.07,0,0,0,1
2327,0,0,0,15.9,0,0,0,1
2328,0,0,0,51.52,0,0,0,1
2329,0,0,0,48.03,0,0,0,1
2330,0,0,0,108.77,0,0,0,1
2331,0,0,0,30.7,0,0,0,1
2332,0,0,0,89.02,0,0,0,1
2333,0,0,0,105.72,0,0,0,2
2334,0,0,0,95.57,0,0,0,2
2335,0,0,0,40.8,0,0,0,1
2336,0,0,0,37.9,0,0,0,1
2337,0,0,0,55.19,0,0,0,2
2338,0,0,0,69.65,0,0,0,4
2339,0,0,0,36.39,0,0,0,2
2340,0,0,0,25.38,0,0,0,1
2341,0,0,0,31.4,0,0,0,1
2342,0,0,0,83.88,0,0,0,1
2343,0,0,0,73.2,0,0,0,1
2344,0,0,0,138.66,0,0,0,2
2345,0,0,0,99.9,0,0,0,3
2346,0,0,0,67.3,0,0,0,1
2347,0,0,0,69.66,0,0,0,1
2348,0,0,0,78.57,0,0,0,1
2349,0,0,0,16,0,0,0,1
2350,0,0,0,32.8,0,0,0,1
2351,0,0,0,51.71,0,0,0,1
2352,0,0,0,36.1,0,0,0,1
2353,0,0,0,88.92,0,0,0,1
2354,0,0,0,9.3,0,0,0,1
2355,0,0,0,43.45,0,0,0,2
2356,0,0,0,69.9,0,0,0,1
2357,0,0,0,89.78,0,0,0,2
2358,0,0,0,64.5,0,0,0,2
2359,0,0,0,22.6,0,0,0,1
2360,0,0,0,94.64,0,0,0,1
2361,0,0,0,36.6,0,0,0,1
2362,0,0,0,262.07,0,0,0,3
2363,0,0,0,21.63,0,0,0,1
2364,0,0,0,184.37,0,0,0,3
2365,0,0,0,12.9,0,0,0,1
2366,0,0,0,19.23,0,0,0,1
2367,0,0,0,23.61,0,0,0,1
2368,0,0,0,45.28,0,0,0,1
2369,0,0,0,67.48,0,0,0,1
2370,0,0,0,64.8,0,0,0,1
2371,0,0,0,155.41,0,0,0,3
2372,0,0,0,691,0,0,0,2
2373,0,0,0,163.82,0,0,0,2
2374,0,0,0,128.96,0,0,0,1
2375,0,0,0,44.98,0,0,0,2
2376,0,0,0,21.49,0,0,0,1
2377,0,0,0,57.61,0,0,0,1
2378,0,0,0,217.01,0,0,0,2
2379,0,0,0,60.21,0,0,0,1
2380,0,0,0,60.62,0,0,0,2
2381,0,0,0,19.5,0,0,0,1
2382,0,0,0,9.9,0,0,0,1
2383,0,0,0,28.94,0,0,0,2
2384,0,0,0,16.9,0,0,0,1
2385,0,0,0,32.1,0,0,0,1
2386,0,0,0,106.06,0,0,0,1
2387,0,0,0,68.24,0,0,0,1
2388,0,0,0,47.51,0,0,0,1
2389,0,0,0,31.02,0,0,0,1
2390,0,0,0,94.11,0,0,0,2
2391,0,0,0,27.6,0,0,0,1
2392,0,0,0,57.6,0,0,0,1
2393,0,0,0,77.69,0,0,0,1
2394,0,0,0,13.5,0,0,0,1
2395,0,0,0,72.36,0,0,0,1
2396,0,0,0,80.92,0,0,0,2
2397,0,0,0,117.23,0,0,0,2
2398,0,0,0,94.9,0,0,0,1
2399,0,0,0,11.1,0,0,0,1
2400,0,0,0,11.9,0,0,0,1
2401,0,0,0,30.08,0,0,0,1
2402,0,0,0,96.6,0,0,0,1
2403,0,0,0,32.54,0,0,0,2
2404,0,0,0,29.13,0,0,0,1
2405,0,0,0,134.03,0,0,0,2
2406,0,0,0,10.49,0,0,0,1
2407,0,0,0,76.77,0,0,0,2
2408,0,0,0,118.39,0,0,0,1
2409,0,0,0,57.71,0,0,0,1
2410,0,0,0,38.4,0,0,0,1
2411,0,0,0,58.52,0,0,0,1
2412,0,0,0,3.62,0,0,0,1
2413,0,0,0,73.7,0,0,0,1
2414,0,0,0,66.65,0,0,0,1
2415,0,0,0,75.76,0,0,0,1
2416,0,0,0,30.42,0,0,0,1
2417,0,0,0,19.6,0,0,0,1
2418,0,0,0,18.83,0,0,0,1
2419,0,0,0,2.61,0,0,0,1
2420,0,0,0,85.59,0,0,0,2
2421,0,0,0,17,0,0,0,1
2422,0,0,0,58.9,0,0,0,1
2423,0,0,0,86.89,0,0,0,1
2424,0,0,0,71.04,0,0,0,1
2425,0,0,0,351.28,0,0,0,1
2426,0,0,0,90.2,0,0,0,1
2427,0,0,0,35.11,0,0,0,1
2428,0,0,0,77.3,0,0,0,2
2429,0,0,0,50.91,0,0,0,1
2430,0,0,0,11.18,0,0,0,1
2431,0,0,0,103.86,0,0,0,4
2432,0,0,0,12.2,0,0,0,1
2433,0,0,0,155.56,0,0,0,5
2434,0,0,0,291.18,0,0,0,3
2435,0,0,0,92.6,0,0,0,2
2436,0,0,0,65.41,0,0,0,1
2437,0,0,0,27.9,0,0,0,1
2438,0,0,0,128.86,0,0,0,1
2439,0,0,0,8.48,0,0,0,1
2440,0,0,0,19.6,0,0,0,1
2441,0,0,0,55,0,0,0,1
2442,0,0,0,140.1,0,0,0,2
2443,0,0,0,1.9,0,0,0,1
2444,0,0,0,59.67,0,0,0,1
2445,0,0,0,33.47,0,0,0,2
2446,0,0,0,94.28,0,0,0,1
2447,0,0,0,25.8,0,0,0,1
2448,0,0,0,37.89,0,0,0,1
2449,0,0,0,53.9,0,0,0,1
2450,0,0,0,19.7,0,0,0,1
2451,0,0,0,24.2,0,0,0,1
2452,0,0,0,72.52,0,0,0,4
2453,0,0,0,81.39,0,0,0,1
2454,0,0,0,220,0,0,0,1
2455,0,0,0,57.5,0,0,0,2
2456,0,0,0,126.39,0,0,0,2
2457,0,0,0,21.67,0,0,0,1
2458,0,0,0,203.2,0,0,0,1
2459,0,0,0,41.75,0,0,0,1
2460,0,0,0,118.6,0,0,0,1
2461,0,0,0,136.6,0,0,0,1
2462,0,0,0,151.8,0,0,0,1
2463,0,0,0,30.42,0,0,0,1
2464,0,0,0,189.89,0,0,0,8
2465,0,0,0,71.05,0,0,0,2
2466,0,0,0,21.2,0,0,0,1
2467,0,0,0,76.5,0,0,0,1
2468,0,0,0,21.05,0,0,0,1
2469,0,0,0,16.23,0,0,0,1
2470,0,0,0,47.6,0,0,0,1
2471,0,0,0,33.01,0,0,0,1
2472,0,0,0,52,0,0,0,1
2473,0,0,0,25.99,0,0,0,1
2474,0,0,0,23.4,0,0,0,1
2475,0,0,0,71.7,0,0,0,1
2476,0,0,0,29,0,0,0,1
2477,0,0,0,46.46,0,0,0,1
2478,0,0,0,19.9,0,0,0,1
2479,0,0,0,14.33,0,0,0,2
2480,0,0,0,23.2,0,0,0,1
2481,0,0,0,63.9,0,0,0,1
2482,0,0,0,54.89,0,0,0,1
2483,0,0,0,78.9,0,0,0,1
2484,0,0,0,7.74,0,0,0,1
2485,0,0,0,64.25,0,0,0,1
2486,0,0,0,64.97,0,0,0,1
2487,0,0,0,13.7,0,0,0,1
2488,0,0,0,25.75,0,0,0,1
2489,0,0,0,65.63,0,0,0,1
2490,0,0,0,58.3,0,0,0,1
2491,0,0,0,41.27,0,0,0,1
2492,0,0,0,94.36,0,0,0,1
2493,0,0,0,80.14,0,0,0,1
2494,0,0,0,34.81,0,0,0,1
2495,0,0,0,24.7,0,0,0,1
2496,0,0,0,39.47,0,0,0,1
2497,0,0,0,7.3,0,0,0,1
2498,0,0,0,67.5,0,0,0,1
2499,0,0,0,68.34,0,0,0,1
2500,0,0,0,123.7,0,0,0,1
2501,0,0,0,17.3,0,0,0,1
2502,0,0,0,86.61,0,0,0,2
2503,0,0,0,13.2,0,0,0,1
2504,0,0,0,14.8,0,0,0,1
2505,0,0,0,6.33,0,0,0,1
2506,0,0,0,30.8,0,0,0,1
2507,0,0,0,253.32,0,0,0,1
2508,0,0,0,197.07,0,0,0,5
2509,0,0,0,46.66,0,0,0,1
2510,0,0,0,11.05,0,0,0,1
2511,0,0,0,36.04,0,0,0,1
2512,0,0,0,2,0,0,0,1
2513,0,0,0,120.8,0,0,0,1
2514,0,0,0,9.81,0,0,0,1
2515,0,0,0,6,0,0,0,1
2516,0,0,0,289.61,0,0,0,1
2517,0,0,0,24.35,0,0,0,1
2518,0,0,0,44.46,0,0,0,1
2519,0,0,0,45.35,0,0,0,1
2520,0,0,0,46.12,0,0,0,1
2521,0,0,0,12.17,0,0,0,1
2522,0,0,0,370.2,0,0,0,1
2523,0,0,0,23.17,0,0,0,1
2524,0,0,0,45.83,0,0,0,1
2525,0,0,0,22.9,0,0,0,1
2526,0,0,0,63.31,0,0,0,2
2527,0,0,0,53.05,0,0,0,1
2528,0,0,0,5.7,0,0,0,1
2529,0,0,0,55.7,0,0,0,1
2530,0,0,0,25.94,0,0,0,1
2531,0,0,0,46,0,0,0,1
2532,0,0,0,49.8,0,0,0,1
2533,0,0,0,402,0,0,0,1
2534,0,0,0,23.8,0,0,0,1
2535,0,0,0,57.5,0,0,0,1
